discipline,athlete,country,record,date,event,sex,wikipedia,profile,video_name,video_link,latitude,longtidute
DYN,Nitsch Herbert,AT,183,2002-11-16,5th Night of Apnea,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
DYN,Nitsch Herbert,AT,170,2001-02-24,WR Attempt - NITSCH Herbert (DYN),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
DYN,Nitsch Herbert,AT,172,2001-01-01,Compiled rankings for year 2001,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
DNF,Nitsch Herbert,AT,138,2002-12-15,st Dutch Open,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
DNF,Nitsch Herbert,AT,134,2001-11-24,WR Attempt - NITSCH Herbert (DNF),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
DNF,Nitsch Herbert,AT,131,2001-01-27,WR Attempt - NITSCH Herbert (DNF),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
NLT,Nitsch Herbert,AT,214,2007-06-09,WR Attempt - NITSCH Herbert(NLT-VWT-CWT-STA-CNF-FIM),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Freediver Herbert Nitsch - WR#20 2007 No Limit 702 ft (214 m),https://www.youtube.com/watch?v=ierAsmNk4pI,47.516231,14.550072
NLT,Nitsch Herbert,AT,185,2007-06-09,WR Attempt - NITSCH Herbert(NLT-VWT-CWT-STA-CNF-FIM),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
NLT,Nitsch Herbert,AT,183,2006-08-25,"WR Attempt - NITSCH Herbert(CWT, CNF, FIM, VWT, NLT and STA)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Herbert Nitsch World Record 183m,https://www.youtube.com/watch?v=z2xjMC5gnOI,47.516231,14.550072
NLT,Nitsch Herbert,AT,172,2005-10-02,WR ATTEMPT - NITSCH Herbert (NLT),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
VWT,Nitsch Herbert,AT,142,2009-12-06,"WR Attempt - NITSCH Herbert(CWT, FIM, VWT, CNF)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Freediver Herbert Nitsch - WR#27 2009 VWT 466 ft (142 m),https://www.youtube.com/watch?v=8vcyWm5AqUs,47.516231,14.550072
CWT,Nitsch Herbert,AT,124,2010-04-27,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Freediver Herbert Nitsch - WR#31 2010 CWT 407 ft (124 m),https://www.youtube.com/watch?v=90KowxrMqJM,47.516231,14.550072
CWT,Nitsch Herbert,AT,123,2009-12-06,"WR Attempt - NITSCH Herbert(CWT, FIM, VWT, CNF)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Herbert Nitsch 123m Constant Weight World record,https://www.youtube.com/watch?v=6qjYm4XQxEE,47.516231,14.550072
CWT,Nitsch Herbert,AT,114,2009-04-04,Vertical Blue 2009,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
CWT,Nitsch Herbert,AT,120,2009-04-03,Vertical Blue 2009,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Freediver Herbert Nitsch - WR#25 2009 CWT 394 ft (120 m),https://www.youtube.com/watch?v=KvI4CJns0MI,47.516231,14.550072
CWT,Nitsch Herbert,AT,112,2007-10-27,4th AIDA Individual World Championship,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,CWT New world record -112m by Herbert Nitsch in EGYPT WC,https://www.youtube.com/watch?v=0EJEftVLmKI,47.516231,14.550072
CWT,Nitsch Herbert,AT,111,2006-12-09,5th AIDA Freediving Team World Championship,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Herbert Nitsch -111m World Constant Weight Freediving record,https://www.youtube.com/watch?v=nKNtg006uPg,47.516231,14.550072
CWT,Nitsch Herbert,AT,95,2003-09-05,"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
CWT,Nitsch Herbert,AT,86,2001-01-01,Compiled rankings for year 2001,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
CNF,Nitsch Herbert,AT,83,2007-10-21,Triple Depth,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,CNF New world record -83m by Herbert Nitsch in Dahab,https://www.youtube.com/watch?v=BjVqmFBXHFY,47.516231,14.550072
CNF,Nitsch Herbert,AT,66,2004-09-11,WR Attempt - NITSCH Herbert (CNF),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
CNF,Nitsch Herbert,AT,62,2004-09-11,WR Attempt - NITSCH Herbert (CNF),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
CNF,Nitsch Herbert,AT,50,2003-09-05,"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
FIM,Nitsch Herbert,AT,120,2010-04-27,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Freediver Herbert Nitsch - WR#32 2010 Free Immersion 394 ft (120 m),https://www.youtube.com/watch?v=bibvKlaPp0w,47.516231,14.550072
FIM,Nitsch Herbert,AT,114,2010-04-27,Vertical Blue 2010 - the Suunto Dive-Off,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,114m FIM Freediving world record,https://www.youtube.com/watch?v=CXslHW10eeY,47.516231,14.550072
FIM,Nitsch Herbert,AT,112,2009-12-06,"WR Attempt - NITSCH Herbert(CWT, FIM, VWT, CNF)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,Herbert Nitsch 112m Free Immersion World Record,https://www.youtube.com/watch?v=6_m5ngA7sT8,47.516231,14.550072
FIM,Nitsch Herbert,AT,109,2009-04-03,Vertical Blue 2009,Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
FIM,Nitsch Herbert,AT,100,2003-09-05,"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)",Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
FIM,Nitsch Herbert,AT,92,2002-07-27,WR Attempt - NITSCH Herbert (FIM),Men,https://en.wikipedia.org/wiki/Herbert_Nitsch,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000006,not_found,not_found,47.516231,14.550072
DNF,Bourke Amber,AU,164,2013-06-21,Individual AIDA pool World Championships,Women,None,https://athletes.aidainternational.org/Profile-9545dbaa-46ea-4ff6-8d70-23dd0b3b42b7,not_found,not_found,-25.274398,133.775136
VWT,Musimu Patrik,BE,120,2001-11-10,WR Attempt - MUSIMU Patrick (VWT),Men,https://en.wikipedia.org/wiki/Patrick_Musimu,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000006e,not_found,not_found,50.503887,4.469936
VWT,Winram William,CA,145,2013-08-31,William Winram VWT WR attempt,Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000048e,William Winram 145m Freediving World Record (VWT),https://www.youtube.com/watch?v=YtryV9qItsg,56.130366,-106.346771
CWT,Fattah Eric,CA,82,2001-08-11,WR Attempt - FATTAH Eric (CWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000006c,Eric Fattah 82m/269ft World Freediving Record 2001,https://www.youtube.com/watch?v=4CtMmmR2zDg,56.130366,-106.346771
CNF,Lightfoot Tom,CA,43,2003-05-05,CAFA Western Regional Competition,Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000a4,not_found,not_found,56.130366,-106.346771
NLT,Cruickshank Mandy-Rae,CA,136,2001-09-23,WR Attempt - CRUICKSHANK Mandy-Rae (NLT),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found,56.130366,-106.346771
CWT,Cruickshank Mandy-Rae,CA,88,2007-04-29,CAFA & USAA cosponsored national with guests,Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found,56.130366,-106.346771
CWT,Cruickshank Mandy-Rae,CA,78,2004-03-21,WR Attempt - CRUICKSHANK Mandy-Rae (CWT),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,Mandy 78m WR,https://www.youtube.com/watch?v=5Z2AbH8vXOw,56.130366,-106.346771
CNF,Cruickshank Mandy-Rae,CA,41,2003-08-27,WR Attempt - Mandy Rae Cruickshank (CNF FIM ),Women,https://en.wikipedia.org/wiki/Mandy-Rae_Cruickshank,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000069,not_found,not_found,56.130366,-106.346771
CWTB,Wenjie Lu Jessea,CN,83,2019-06-09,Asian Freediving Cup 2019,Women,None,https://athletes.aidainternational.org/Profile-60d5ef69-a645-4d18-bc97-284d2ab1a2d9,not_found,not_found,35.86166,104.195397
VWT,Boudhiaf Walid,CO,150,2021-01-17,AIDA WR Attempt Sharm VWT,Men,None,https://athletes.aidainternational.org/Profile-a4fceb1b-f8f4-4af6-9103-a7e6935a73df,FREEDIVING WORLD RECORD 150m VWT WALID BOUDHIAF,https://www.youtube.com/watch?v=ktJt33Ky6_s,4.570868,-74.297333
CWTB,Gomez Sofia,CO,81,2019-04-27,Xibalba 2019,Women,https://en.wikipedia.org/wiki/Sof%C3%ADa_G%C3%B3mez,https://athletes.aidainternational.org/Profile-763fc9ba-a337-43aa-961e-edaa22c6da9f,not_found,not_found,4.570868,-74.297333
NLT,Ferreras Francisco Pipin,CU,133,1996-11-26,WR Attempt - FERRERAS Francisco Pipin (NLT),Men,https://en.wikipedia.org/wiki/Francisco_Ferreras,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0a,not_found,not_found,21.521757,-77.781167
NLT,Ferreras Francisco Pipin,CU,130,1996-03-10,WR Attempt - FERRERAS Francisco Pipin (NLT),Men,https://en.wikipedia.org/wiki/Francisco_Ferreras,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0a,not_found,not_found,21.521757,-77.781167
NLT,Ferreras Francisco Pipin,CU,128,1995-07-30,WR Attempt - FERRERAS Francisco Pipin (NLT),Men,https://en.wikipedia.org/wiki/Francisco_Ferreras,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0a,not_found,not_found,21.521757,-77.781167
NLT,Ferreras Francisco Pipin,CU,127,1994-12-10,WR Attempt - FERRERAS Francisco Pipin (NLT),Men,https://en.wikipedia.org/wiki/Francisco_Ferreras,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0a,not_found,not_found,21.521757,-77.781167
NLT,Ferreras Francisco Pipin,CU,126,1994-07-30,WR Attempt - FERRERAS Francisco Pipin (NLT),Men,https://en.wikipedia.org/wiki/Francisco_Ferreras,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0a,not_found,not_found,21.521757,-77.781167
NLT,Ferreras Francisco Pipin,CU,125,1993-11-06,WR Attempt - FERRERAS Francisco Pipin (NLT),Men,https://en.wikipedia.org/wiki/Francisco_Ferreras,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0a,not_found,not_found,21.521757,-77.781167
VWT,Ravelo Alejandro,CU,111,1997-09-09,WR Attempt - RAVELO Alejandro (VWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e04,not_found,not_found,21.521757,-77.781167
CWT,Ravelo Alejandro,CU,73,1997-08-02,WR Attempt - RAVELO Alejandro (CWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e04,not_found,not_found,21.521757,-77.781167
NLT,Andollo Deborah,CU,110,1996-05-11,WR Attempt - ANDOLLO Deborah (NLT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
VWT,Andollo Deborah,CU,95,2000-07-12,WR Attempt - ANDOLLO Deborah (VWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
VWT,Andollo Deborah,CU,90,1997-07-27,WR Attempt - ANDOLLO Deborah (VWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
VWT,Andollo Deborah,CU,85,1995-11-30,WR Attempt - ANDOLLO Deborah (VWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
CWT,Andollo Deborah,CU,65,1997-12-05,WR Attempt - ANDOLLO Deborah,Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
CWT,Andollo Deborah,CU,62,1996-10-05,WR Attempt - ANDOLLO Deborah,Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
CWT,Andollo Deborah,CU,61,1994-06-12,WR Attempt - ANDOLLO Deborah (CWT),Women,https://en.wikipedia.org/wiki/Deborah_Andollo,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e05,not_found,not_found,21.521757,-77.781167
VWT,Stepanek Martin,CZ,136,2005-04-08,"WR Attempt - STEPANEK Martin (CWT, CNF, FIM)",Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
CWT,Stepanek Martin,CZ,122,2009-05-23,"WR Attempt - STEPANEK Martin(CWT, FIM, CNF)",Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,New CWT freediving world record - 122m – 22.05.09,https://www.youtube.com/watch?v=S7iw1KmkloQ,49.817492,15.472962
CWT,Stepanek Martin,CZ,108,2006-04-01,WR Attempt - STEPANEK Martin(CNF - CWT -FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
CWT,Stepanek Martin,CZ,103,2004-09-10,WR Attempt - STEPANEK Martin (CWT),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
CWT,Stepanek Martin,CZ,93,2003-05-29,Sony Freediver Open Classic 2003,Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
CNF,Stepanek Martin,CZ,80,2005-04-08,"WR Attempt - STEPANEK Martin (CWT, CNF, FIM)",Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
FIM,Stepanek Martin,CZ,106,2006-04-01,WR Attempt - STEPANEK Martin(CNF - CWT -FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
FIM,Stepanek Martin,CZ,102,2004-03-23,WR Attempt - STEPANEK Martin (FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
FIM,Stepanek Martin,CZ,90,2001-09-08,WR Attempt - STEPANEK Martin (FIM),Men,https://en.wikipedia.org/wiki/Martin_%C5%A0t%C4%9Bp%C3%A1nek_(free-diver),https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000092,not_found,not_found,49.817492,15.472962
DYN,Sietas Tom,DE,223,2006-08-26,WR Attempt - SIETAS Tom(STA-DYN-DNF),Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,not_found,not_found,51.165691,10.451526
DYN,Sietas Tom,DE,212,2005-07-09,AIDA Hellas 2005 Summer Apnea Games,Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,Tom Sietas AIDA WR DYN 212m 2005 Greece,https://www.youtube.com/watch?v=Ewlrt_i-g4Y,51.165691,10.451526
DNF,Sietas Tom,DE,213,2008-07-02,WR Attempt - SIETAS Tom(STA-DYN-DNF),Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,not_found,not_found,51.165691,10.451526
DNF,Sietas Tom,DE,183,2006-08-26,WR Attempt - SIETAS Tom(STA-DYN-DNF),Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,not_found,not_found,51.165691,10.451526
DNF,Sietas Tom,DE,182,2006-08-12,"WR Attempt - SIETAS Tom(DYN,DNF)",Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,not_found,not_found,51.165691,10.451526
DNF,Sietas Tom,DE,180,2006-03-14,WR Attempt - SIETAS Tom(DNF),Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,Tom Sietas - AIDA WR DNF 180m - 2006 – Japan.mpg,https://www.youtube.com/watch?v=D9-6HM-ZlHA,51.165691,10.451526
DNF,Sietas Tom,DE,176,2006-03-03,Mad Cup 2006,Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,not_found,not_found,51.165691,10.451526
DNF,Sietas Tom,DE,175,2005-07-09,AIDA Hellas 2005 Summer Apnea Games,Men,https://en.wikipedia.org/wiki/Tom_Sietas,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000b1,Tom Sietas - AIDA WR DNF 175m - 2005 – Greece.mpg,https://www.youtube.com/watch?v=bcxBq079KeU,51.165691,10.451526
VWT,Franz Benjamin,DE,117,2001-09-01,WR Attempt - FRANZ Benjamin (VWT),Men,https://de.wikipedia.org/wiki/Benjamin_Franz,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000028,117m Weltrekord Variabel 2001 Rotes Meer,https://www.youtube.com/watch?v=luKDrdJ2aI4,51.165691,10.451526
DYN,Severinsen Stig Åvall,DK,225,2007-06-16,Aarhus Triple Challenge day two,Men,https://en.wikipedia.org/wiki/Stig_Severinsen,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000044,not_found,not_found,56.26392,9.501785
DYN,Pedersen Peter,DK,200,2003-07-18,WR Attempt - PEDERSEN Peter (DYN),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000007f,Peter Pedersen 200m Freediving World Record (DYN),https://www.youtube.com/watch?v=F4BgRlIF_9M,56.26392,9.501785
DNF,Severinsen Stig Åvall,DK,186,2007-07-04,AIDA Pool World Championships with Finals,Men,https://en.wikipedia.org/wiki/Stig_Severinsen,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000044,AIDA World Championships 2007 - DNF Finals (Men),https://www.youtube.com/watch?v=fjK_aU3af_I,56.26392,9.501785
DNF,Severinsen Stig Åvall,DK,166,2003-07-19,WR Attempt - SEVERINSEN Stig (DNF),Men,https://en.wikipedia.org/wiki/Stig_Severinsen,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000044,Freediving World Record 166 meters (544.7 feet) without fins - by Stig Severinsen,https://www.youtube.com/watch?v=czNN__N6Uwo,56.26392,9.501785
DNF,Severinsen Stig Åvall,DK,134,2002-05-25,Aarhus Freedivers Club,Men,https://en.wikipedia.org/wiki/Stig_Severinsen,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000044,not_found,not_found,56.26392,9.501785
CNF,Severinsen Stig Åvall,DK,61,2003-09-30,WR Attempt - Carlos COSTE and Stig SEVERINSEN (FIM CWT),Men,https://en.wikipedia.org/wiki/Stig_Severinsen,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000044,not_found,not_found,56.26392,9.501785
DYN,Nordblad Johanna,FI,158,2004-06-14,BIOS Freeology Open Classic 2004,Women,https://en.wikipedia.org/wiki/Johanna_Nordblad,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000077,not_found,not_found,61.92411,25.748151
DYN,Sessa Frederic,FR,255,2010-07-06,7th AIDA Team World Championship 2010,Men,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Sessa,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a6d,FRED SESSA - NEW DYNAMIC WORLD RECORD: 255m,https://www.youtube.com/watch?v=nYtcKL_8LaM,46.227638,2.213749
DYN,Le Sauce Andy,FR,164,1996-05-25,WR Attempt - LESAUCE Andy (DYN),Men,https://fr.wikipedia.org/wiki/Andy_Le_Sauce,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000001,not_found,not_found,46.227638,2.213749
DYN,Brischigiaro Nicola,FR,155,1995-10-08,WR Attempt - BRISCHIGIARO Nicola (DYN),Men,https://it.wikipedia.org/wiki/Nicola_Brischigiaro,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e07,not_found,not_found,46.227638,2.213749
DYN,Le Sauce Andy,FR,140,1995-09-02,WR Attempt - LESAUCE Andy (DYN),Men,https://fr.wikipedia.org/wiki/Andy_Le_Sauce,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000001,not_found,not_found,46.227638,2.213749
DNF,Cocuet Frederic,FR,125,1993-10-07,WR Attempt - COCUET Frederic (DNF),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e0d,not_found,not_found,46.227638,2.213749
NLT,Leferme Loic,FR,171,2004-10-30,WR Attempt - LEFERME Loic (NLT),Men,https://en.wikipedia.org/wiki/Lo%C3%AFc_Leferme,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000034,Loic Leferme - 171 m : D DAY,https://www.youtube.com/watch?v=jX1nK78tcw4,46.227638,2.213749
NLT,Leferme Loic,FR,162,2002-10-20,WR Attempt - LEFERME Loic (NLT),Men,https://en.wikipedia.org/wiki/Lo%C3%AFc_Leferme,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000034,not_found,not_found,46.227638,2.213749
NLT,Leferme Loic,FR,137,1999-06-05,WR Attempt - LEFERME Loic (NLT),Men,https://en.wikipedia.org/wiki/Lo%C3%AFc_Leferme,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000034,not_found,not_found,46.227638,2.213749
CWT,Néry Guillaume,FR,113,2008-06-30,WR Attempt - NÃ‰RY Guillaume(CWT),Men,https://en.wikipedia.org/wiki/Guillaume_N%C3%A9ry,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001dd,not_found,not_found,46.227638,2.213749
CWT,Néry Guillaume,FR,109,2006-08-31,WR Attempt – Néry Guillaume(CWT),Men,https://en.wikipedia.org/wiki/Guillaume_N%C3%A9ry,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001dd,BALL Watch Co. Explorer Guillaume Néry 109M record FREEDIVE,https://www.youtube.com/watch?v=66h3p4xLEJ4,46.227638,2.213749
CWT,Néry Guillaume,FR,96,2004-06-09,WR Attempt - NERY Guillaume (CWT),Men,https://en.wikipedia.org/wiki/Guillaume_N%C3%A9ry,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001dd,not_found,not_found,46.227638,2.213749
CWT,Néry Guillaume,FR,87,2002-08-31,WR Attempt - NERY Guillaume (CWT),Men,https://en.wikipedia.org/wiki/Guillaume_N%C3%A9ry,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000001dd,Guillaume Néry - Old clip from 2005,https://www.youtube.com/watch?v=wzr9kOrcHbo,46.227638,2.213749
CWT,Oliva Michael,FR,72,1996-10-11,WR Attempt - OLIVA Michael (CWT),Men,None,https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e03,not_found,not_found,46.227638,2.213749
